label,id,fea_1,fea_2,fea_3,fea_4,fea_5,fea_6,fea_7,fea_8,fea_9,fea_10,fea_11
0,58997757,4,,2,71000.0,2,8,9,90,5,72015,167.4962686
0,58990649,7,1223.0,3,78000.0,2,11,-1,75,5,450007,173.20508080000002
0,54987088,7,,2,74000.0,2,11,9,85,5,60073,1.0
0,58985198,5,1307.0,3,166000.0,2,15,5,88,5,60065,235.08296409999997
0,58998105,4,1287.5,3,206000.0,2,8,9,102,3,72000,202.4845673
0,59000044,7,,2,51000.0,2,11,5,112,4,72015,170.29386369999997
0,58997876,4,1364.0,3,194000.0,2,8,5,110,5,151004,223.6067977
0,58988360,5,,2,35000.0,2,15,5,114,4,60069,1.0
0,58999718,4,1308.5,3,312000.0,2,8,8,89,5,60014,1.0
0,54988000,7,,2,180000.0,2,11,5,114,3,72001,167.33200530000002
0,54983721,5,1475.0,3,96000.0,2,15,9,110,5,72001,1.0
0,58992482,7,,2,51000.0,2,11,5,110,4,550013,182.7977024
0,54985215,7,1206.5,3,76000.0,2,11,5,108,4,72000,173.20508080000002
0,58998256,4,1280.0,3,89000.0,2,8,5,85,3,151300,189.7366596
0,54987227,7,1322.0,1,141000.0,2,11,5,84,3,60004,1.0
1,58985900,5,,2,43000.0,2,15,9,111,5,361027,167.7885574
0,54991626,4,,2,92000.0,2,8,-1,107,4,350052,158.11388300000002
0,54987871,7,1226.0,3,64000.0,2,11,5,103,3,72000,1.0
1,58992285,7,,2,56000.0,2,11,-1,93,3,72001,212.1320344
1,58985589,5,1224.5,3,45000.0,2,15,5,81,5,450062,173.1588866
0,58991066,7,1220.0,3,77000.0,2,11,5,94,5,72001,1.0
1,59000868,4,1253.0,3,59000.0,2,8,-1,110,4,151300,1.0
0,54985378,7,1203.5,3,76000.0,2,11,5,78,5,60005,173.20508080000002
0,59004991,4,1232.0,1,68000.0,2,8,5,75,4,72001,1.0
0,54987829,7,1320.5,1,102000.0,2,11,5,110,3,151300,200.0
0,58992344,7,1296.5,3,80000.0,2,11,5,112,3,60069,1.0
0,54990270,4,1308.5,3,144000.0,2,8,5,107,5,60016,1.0
0,59006219,4,,2,111000.0,2,8,5,110,4,60091,220.86873930000002
1,58990469,7,1239.5,3,73000.0,2,11,5,87,3,60090,223.6067977
0,58985806,5,1326.5,3,133000.0,2,15,5,110,5,71000,1.0
0,58988092,5,1269.5,1,114000.0,2,15,5,83,3,450058,141.4213562
0,58990724,7,1278.5,3,71000.0,2,11,1,111,3,60019,316.22776600000003
0,59000307,4,1337.0,3,410000.0,2,8,5,83,5,60091,1.0
0,58990756,7,1329.5,3,114000.0,2,11,5,76,5,60040,200.0
0,58984992,5,1250.0,3,78000.0,2,15,5,82,5,350092,176.4256217
1,58986802,5,1241.0,3,61000.0,2,15,2,109,4,552104,187.08286930000003
0,58984207,5,1305.5,3,91000.0,2,15,5,100,5,450003,173.4358671
0,59000209,4,1317.5,1,183000.0,2,8,5,90,5,60019,273.86127880000004
0,58997856,4,,2,65000.0,2,8,9,112,5,72001,206.6615591
0,54982725,5,1332.5,3,325000.0,2,15,5,103,5,151009,200.0
0,58988166,5,1361.0,1,101000.0,2,15,9,115,3,60052,187.08286930000003
0,58998351,4,1328.0,3,488000.0,2,8,9,114,4,60057,632.4555320000001
0,59003267,4,,2,68000.0,2,8,9,114,4,151300,184.01902080000002
0,58984882,5,1290.5,1,106000.0,2,15,-1,112,3,450019,204.93901530000002
0,59005841,4,1308.5,1,123000.0,2,8,5,84,3,151300,173.20508080000002
0,58991638,7,1259.0,3,86000.0,2,11,5,88,5,72000,223.6067977
0,58990576,7,,3,137000.0,2,11,-1,112,4,450080,213.541565
1,54989095,4,1230.5,3,79000.0,2,8,5,112,4,72015,173.20508080000002
0,54985820,7,,3,100000.0,2,11,-1,110,5,450002,167.33200530000002
0,58986339,5,1241.0,1,78000.0,2,15,-1,77,5,450033,199.49937340000002
1,58987715,5,1289.0,1,35000.0,2,15,5,76,5,60063,1.0
1,58998866,4,1287.5,3,126000.0,1,8,5,99,5,151000,173.20508080000002
0,59003249,4,1269.5,3,113000.0,2,8,5,110,5,60091,212.1320344
0,58999612,4,1220.0,3,140000.0,2,8,5,109,4,72010,1.0
0,58990030,7,1326.5,3,96000.0,2,11,5,113,4,591001,1.0
0,58991782,7,1229.0,3,50000.0,2,12,-1,103,3,350061,200.2398562
0,54989873,4,1241.0,3,105000.0,2,8,5,114,4,72000,243.82165609999998
1,54985730,7,1319.0,3,149000.0,2,11,9,112,5,350096,243.9569634
1,58991594,7,1365.5,3,152000.0,1,11,5,84,5,60006,173.20508080000002
0,58987213,5,1229.0,3,46000.0,2,15,-1,111,4,450071,187.08286930000003
1,58997551,4,1305.5,3,130000.0,2,8,5,112,5,361047,1.0
1,59000842,4,1214.0,3,50000.0,2,8,5,114,4,60043,173.20508080000002
0,58991580,7,1251.5,3,103000.0,1,11,5,102,5,60095,173.20508080000002
1,58995407,7,1316.0,1,64000.0,2,11,9,87,5,60079,1.0
1,58992108,7,1241.0,3,56000.0,2,11,9,108,1,60013,158.11388300000002
0,54983039,5,1233.5,3,82000.0,2,15,5,88,3,60014,1.0
0,54984416,5,,2,35000.0,2,16,-1,93,5,335534,105.9008971
1,58995303,7,1304.0,1,113000.0,2,11,9,112,4,350078,264.57513109999996
0,54986826,7,1370.0,1,142000.0,2,11,9,113,4,72014,1.0
0,58989819,7,1299.5,3,500000.0,2,11,5,112,4,72000,1.0
0,58989720,7,1280.0,3,156000.0,1,11,5,96,5,72000,187.08286930000003
0,58988902,7,1287.5,3,164000.0,2,11,5,100,5,60026,282.8427125
0,54987715,7,,2,76000.0,2,11,-1,92,5,60000,1.0
0,58999208,4,1331.0,3,341000.0,2,8,9,114,5,72001,345.73834039999997
0,59000497,4,1257.5,3,88000.0,2,8,5,101,3,60018,200.0
1,59002105,4,1277.0,3,91000.0,2,8,5,114,4,72000,158.11388300000002
0,59005880,4,1241.0,1,86000.0,1,8,5,104,3,72000,187.08286930000003
0,54984727,5,1311.5,1,167000.0,2,15,5,85,5,60058,1.0
0,54989455,4,1287.5,3,107000.0,2,8,9,114,4,60043,200.0
0,58985847,5,,2,35000.0,2,16,-1,113,4,527000,163.4258242
0,59005405,4,1299.5,1,139000.0,2,8,-1,95,5,72000,1.0
0,58992325,7,1263.5,3,148000.0,2,11,5,90,5,60017,1.0
0,59004662,4,1242.5,3,158000.0,2,8,5,113,4,72000,200.0
0,58991759,7,1251.5,3,103000.0,2,11,9,108,4,60095,234.52078799999998
0,58993948,7,1241.0,3,63000.0,2,11,5,112,4,60057,1.0
0,58986716,5,1296.5,3,289000.0,2,15,5,95,5,450027,310.1612484
0,58996500,7,1328.0,1,189000.0,2,11,9,85,5,60019,1.0
0,54984766,5,1283.0,3,90000.0,2,15,5,112,4,510094,189.7366596
1,54984047,5,1274.0,3,76000.0,2,15,5,89,5,60000,173.4358671
0,54987381,7,1214.0,3,58000.0,2,11,5,112,3,450080,145.6021978
0,58982371,1,,2,500000.0,2,5,-1,70,5,350020,1.0
0,59000143,4,,2,47000.0,2,8,9,114,4,60000,175.806712
0,54989125,4,1373.0,3,369000.0,2,8,7,108,5,330005,350.5923559
0,54983342,5,1323.5,3,220000.0,2,15,5,78,5,60002,200.0
0,54989201,4,,2,98000.0,1,8,5,109,4,72050,181.1435895
0,59005255,4,1305.5,1,128000.0,2,8,3,96,3,60042,1.0
0,59004757,4,1278.5,1,103000.0,2,8,5,90,5,60074,202.654879
0,58991841,7,1286.0,3,260000.0,2,11,5,109,3,151300,1.0
0,58988534,7,1223.0,3,63000.0,2,11,5,113,4,151300,1.0
0,58988956,7,1148.0,3,106000.0,2,11,5,94,5,450071,212.1320344
1,54991219,4,1334.0,3,35000.0,2,8,5,77,3,151000,1.0
0,54984131,5,1244.0,3,57000.0,2,15,5,95,5,151300,173.20508080000002
0,58998833,4,1316.0,3,107000.0,2,8,5,112,4,60006,173.20508080000002
0,58983946,5,1338.5,3,107000.0,2,15,5,113,4,72000,1.0
0,58992711,7,1305.5,3,84000.0,2,11,5,112,4,151306,173.20508080000002
0,58996010,7,1275.5,3,136000.0,2,11,5,113,4,151304,1.0
0,58995289,7,,2,50000.0,2,11,5,113,4,450080,167.5649128
1,54986075,7,1245.5,3,81000.0,2,11,5,103,5,60014,1.0
1,59005268,4,,2,67000.0,2,8,-1,100,5,60074,162.9232948
1,54986851,7,,2,89000.0,2,11,9,80,5,72001,243.16660950000002
0,59004946,4,1266.5,1,120000.0,1,8,5,109,4,60023,187.08286930000003
0,59000930,4,1352.0,3,75000.0,2,8,9,105,5,151300,200.0
0,58983073,5,1229.0,3,100000.0,2,15,5,102,5,60060,178.8854382
0,58985964,5,1212.5,3,67000.0,2,15,9,110,5,60083,1.0
0,54988984,4,1214.0,3,99000.0,2,8,5,112,4,72000,200.0
0,54985745,7,1224.5,3,312000.0,2,11,9,99,5,60084,1.0
0,58991389,7,1365.5,3,84000.0,2,11,5,100,3,60023,1.0
0,58994781,7,1287.5,3,133000.0,2,11,5,91,3,151300,1.0
1,54988117,7,1346.0,1,148000.0,2,11,5,105,3,350000,244.94897430000003
0,54988422,7,1289.0,1,144000.0,2,11,5,100,3,71000,200.0
0,54992357,4,1257.5,3,81000.0,2,8,8,107,4,72001,1.0
0,58986298,5,,2,116000.0,2,15,5,110,4,510037,214.84412949999998
0,54989513,4,1304.0,1,257000.0,2,8,5,75,5,72000,212.1320344
0,58993039,7,1286.0,1,86000.0,2,11,-1,95,5,72000,1.0
0,58988933,7,1277.0,3,50000.0,2,11,5,103,5,151301,198.0050504
0,58990200,7,1268.0,3,101000.0,2,11,4,108,5,450032,200.0
0,58990836,7,1244.0,3,130000.0,2,11,5,98,5,450054,282.8427125
1,59003724,4,1332.5,1,106000.0,2,8,5,100,3,60033,1.0
0,58996294,7,1239.5,1,110000.0,2,11,5,80,3,60064,1.0
0,58985356,5,1251.5,3,124000.0,2,15,9,112,4,60091,200.0
0,58982583,5,1278.5,3,143000.0,2,15,5,111,5,60017,1.0
1,54985691,7,1241.0,3,71000.0,2,11,-1,80,5,450071,187.08286930000003
0,58996802,7,1292.0,1,132000.0,2,11,5,64,3,60018,187.08286930000003
0,59001188,4,,2,69000.0,2,8,-1,112,4,60048,166.0331292
0,58989709,7,1352.0,3,71000.0,2,11,5,104,5,60093,1.0
0,58985684,5,1239.5,3,68000.0,2,15,5,100,5,60054,223.6067977
1,54986948,7,1353.5,1,173000.0,2,11,5,65,5,350018,212.1320344
0,59003649,4,1386.5,1,87000.0,2,8,5,105,4,60008,228.5432125
0,58987924,5,1236.5,1,104000.0,2,15,3,112,3,550016,200.0
0,59002731,4,1241.0,3,30000.0,2,8,9,114,3,151300,1.0
0,58990236,7,1335.5,3,546000.0,2,11,3,80,5,330008,1.0
0,58983845,5,,2,62000.0,1,15,5,111,4,151300,186.87428930000002
0,59000129,4,1356.5,3,143000.0,2,8,5,107,5,60054,158.11388300000002
0,58992592,7,1250.0,1,121000.0,2,11,-1,112,4,350091,212.1320344
0,59000502,4,1323.5,1,127000.0,2,8,5,109,4,60077,223.6067977
0,54992408,4,1314.5,1,53000.0,2,8,5,103,5,151300,187.5393292
0,58998624,4,1304.0,3,129000.0,2,8,5,111,4,60001,223.6067977
0,54983279,5,,2,89000.0,2,15,2,87,3,60036,171.9098601
0,59001932,4,1238.0,3,104000.0,2,8,5,109,3,60047,173.20508080000002
1,58982776,5,1164.5,3,35000.0,2,15,5,67,5,60082,200.0
1,58992419,7,1382.0,3,115000.0,2,11,5,100,5,60058,1.0
0,54988645,7,1350.5,1,235000.0,2,11,5,113,3,350704,360.55512749999997
0,54984070,5,,2,83000.0,2,15,5,111,3,151300,181.65902119999998
0,54987807,7,1227.5,3,64000.0,2,11,5,76,3,60005,212.1320344
0,58989774,7,1281.5,1,80000.0,2,12,-1,111,5,60019,235.11486549999998
0,59004203,4,1250.0,3,103000.0,2,8,9,104,5,60071,207.3644135
0,54988630,7,1329.5,1,115000.0,2,11,-1,86,3,341349,141.4213562
0,54991321,4,,2,38000.0,2,8,5,114,3,60014,159.066024
0,59002318,4,1224.5,3,59000.0,2,8,5,80,3,60044,200.0
1,58986727,5,1214.0,3,68000.0,2,15,5,92,3,550044,173.20508080000002
0,58990951,7,1379.0,3,144000.0,2,11,5,113,4,151008,200.0
0,58994773,7,1257.5,3,80000.0,2,11,5,103,5,60047,1.0
0,59002945,4,1260.5,3,74000.0,2,8,5,113,4,151300,1.0
0,58983813,5,1292.0,3,172000.0,2,15,8,113,5,350092,223.6067977
0,54984774,5,1278.5,3,35000.0,2,15,5,80,5,60005,1.0
0,54984388,5,1275.5,3,112000.0,2,15,5,85,5,340022,158.11388300000002
0,58999668,4,1290.5,3,130000.0,2,8,9,114,4,60053,1.0
0,54988132,7,1314.5,1,127000.0,2,11,9,110,3,60008,1.0
0,58983048,5,1341.5,3,66000.0,2,15,4,73,5,450083,181.65902119999998
0,59002841,4,,2,113000.0,2,8,9,93,5,72001,211.8419222
0,54989291,4,1322.0,3,146000.0,2,8,9,100,5,72000,1.0
0,58993461,7,,3,50000.0,2,12,-1,114,4,335534,188.769701
0,59005303,4,1310.0,1,167000.0,2,8,9,105,3,151300,320.1202899
0,54986067,7,1271.0,3,137000.0,2,11,5,68,5,60008,233.2873764
0,59005680,4,1274.0,1,93000.0,1,8,5,100,3,60019,173.20508080000002
0,58999012,4,1166.0,3,176000.0,2,8,5,87,5,60094,1.0
0,58991182,7,1244.0,3,84000.0,2,11,5,108,4,72000,1.0
0,54984211,5,1311.5,3,134000.0,2,15,5,113,5,60015,1.0
0,58997112,7,1202.0,3,63000.0,2,11,-1,112,4,60057,1.0
0,54991742,4,1245.5,3,50000.0,2,8,5,88,3,340017,300.0
1,58986996,5,1250.0,3,50000.0,2,15,5,84,5,350702,200.0
0,54984235,5,1365.5,3,77000.0,2,15,5,109,4,60084,1.0
0,54988125,7,1305.5,1,136000.0,2,11,-1,105,4,60061,1.0
1,58984645,5,1244.0,3,30000.0,2,15,5,100,5,60014,223.6067977
0,59002775,4,1301.0,3,144000.0,2,8,9,113,4,60001,212.1320344
1,58994744,7,1332.5,1,141000.0,2,11,5,109,5,72412,1.0
0,58994048,7,1239.5,3,99000.0,2,11,5,110,4,60027,1.0
0,54986045,7,1284.5,3,132000.0,2,11,5,104,5,60015,1.0
0,54983601,5,1241.0,3,35000.0,2,15,5,104,5,151300,243.35365209999998
0,58993583,7,1338.5,1,156000.0,2,11,-1,69,5,151300,1.0
0,58991753,7,1287.5,1,119000.0,2,11,5,85,5,60031,187.08286930000003
0,59004489,4,1262.0,3,155000.0,2,8,5,110,4,72001,248.30223519999998
0,58991029,7,1328.0,1,105000.0,2,11,-1,109,4,60095,200.0
1,58992006,7,1272.5,3,50000.0,2,11,7,115,4,60007,1.0
0,58995283,7,1229.0,1,170000.0,1,11,5,91,3,550115,244.94897430000003
0,54987316,7,1257.5,3,107000.0,2,11,5,113,4,450071,200.0
0,54988624,7,1274.0,1,120000.0,2,11,5,84,5,151300,1.0
0,59002619,4,1223.0,3,100000.0,2,8,9,114,4,60000,1.0
0,54990339,4,1305.5,1,90000.0,2,8,5,93,5,60085,200.0
1,58994856,7,1215.5,3,60000.0,2,11,-1,112,4,450081,158.11388300000002
0,54992395,4,,2,91000.0,2,8,-1,107,3,60018,1.0
0,58989600,7,1293.5,3,149000.0,2,11,9,84,5,151300,202.4845673
0,58998658,4,1311.5,1,169000.0,2,8,-1,112,5,72000,1.0
0,58987491,5,1241.0,3,84000.0,2,15,5,87,3,60074,1.0
0,58998706,4,,2,90000.0,2,8,5,79,5,72001,173.20508080000002
0,58988855,7,1328.0,3,163000.0,2,11,9,79,5,60062,1.0
0,58997329,4,,2,65000.0,2,8,5,112,4,60015,191.8801709
1,58987200,5,,2,126000.0,2,15,9,83,5,450058,176.0681686
0,58984430,5,1316.0,3,147000.0,2,15,9,105,5,361029,173.20508080000002
0,54982727,5,1305.5,3,157000.0,2,15,9,111,5,71000,249.7999199
0,58997840,4,,2,90000.0,2,8,5,113,4,151307,189.5837546
0,58992450,7,,2,78000.0,2,11,9,84,3,60031,175.6331404
0,58983266,5,1209.5,3,35000.0,2,15,5,78,5,71000,227.015418
0,54988258,7,1320.5,1,119000.0,2,11,5,96,3,60043,212.1320344
0,59004394,4,1292.0,3,187000.0,2,8,-1,114,4,60019,273.0347963
0,58991802,7,1326.5,1,141000.0,2,11,-1,67,5,60007,1.0
0,54989871,4,1380.5,3,270000.0,2,8,5,64,5,60023,1.0
0,54986764,7,1304.0,1,111000.0,2,11,9,113,4,151300,1.0
0,54986705,7,1233.5,3,56000.0,2,11,5,80,5,60052,1.0
0,58991922,7,1365.5,1,150000.0,2,12,-1,110,5,350012,1.0
1,58985795,5,1389.5,3,38000.0,2,15,5,109,5,450015,158.5370619
0,58989550,7,1283.0,3,67000.0,2,11,5,114,4,60026,200.0
1,59005543,4,1302.5,1,239000.0,1,8,5,100,3,60043,380.7886553
1,58989781,7,1241.0,1,70000.0,2,11,-1,106,4,450032,200.0
0,54991368,4,1271.0,3,99000.0,2,8,5,114,4,151300,232.8647676
1,54987636,7,1214.0,3,59000.0,2,11,5,84,3,72001,223.6067977
0,58985909,5,1256.0,3,128000.0,2,15,5,114,4,510065,167.33200530000002
0,58983160,5,1364.0,3,134000.0,2,15,5,83,5,72000,316.22776600000003
0,54990275,4,,2,94000.0,2,8,9,81,5,71000,176.5389475
1,59003268,4,1281.5,3,95000.0,1,8,5,93,5,60047,173.20508080000002
0,58997888,4,1352.0,3,175000.0,2,8,9,105,5,60004,219.089023
0,59001107,4,1272.5,3,180000.0,2,8,5,110,4,60091,1.0
0,58996112,7,1248.5,3,76000.0,2,11,5,95,3,72000,200.0
0,58992849,7,1380.5,3,271000.0,2,11,9,81,5,60027,300.1299718
1,59003507,4,1278.5,3,101000.0,2,8,5,112,4,72000,1.0
0,58989284,7,1248.5,3,146000.0,2,11,10,105,5,350704,339.9441131
0,58995726,7,1290.5,1,161000.0,2,11,5,109,3,151300,1.0
1,58999971,4,1320.5,1,128000.0,2,8,-1,112,5,341774,206.4291646
0,59000105,4,1293.5,3,35000.0,2,8,5,105,5,350071,200.0
0,58995231,7,1374.5,1,400000.0,2,12,-1,104,5,60000,492.6601263
0,59006193,7,1268.0,3,162000.0,2,11,5,113,4,450081,141.4213562
0,58984749,5,1205.0,3,94000.0,2,15,5,103,1,60000,1.0
0,54984830,5,1316.0,3,15000.0,2,15,5,114,4,510036,206.9130252
0,58987900,5,1248.5,1,81000.0,2,15,9,79,3,450033,187.08286930000003
0,54982916,5,1352.0,3,88000.0,2,15,9,101,5,350091,198.1464105
0,58984428,5,1304.0,3,140000.0,2,15,5,80,3,151300,187.08286930000003
0,58996064,7,1230.5,3,69000.0,1,11,9,72,5,151300,187.08286930000003
0,59002460,4,1328.0,3,123000.0,1,8,5,99,3,151009,173.20508080000002
0,58997449,4,1403.0,1,184000.0,2,8,-1,80,5,340017,187.08286930000003
0,54982356,1,1391.0,1,1200000.0,2,5,-1,64,5,361026,1.0
0,58988052,5,1293.5,1,169000.0,2,15,-1,106,5,450017,200.0
0,59005843,4,1230.5,1,71000.0,2,8,5,100,5,72001,1.0
0,59004680,4,1370.0,1,273000.0,2,8,9,110,5,60015,1.0
0,54991534,4,1338.5,3,133000.0,1,8,5,80,3,151009,187.08286930000003
0,54991100,4,1292.0,3,195000.0,2,8,5,112,4,151300,1.0
0,58994019,7,,3,156000.0,2,11,5,84,5,450069,165.8312395
0,58996823,7,1272.5,1,66000.0,2,11,5,105,5,60014,194.08503290000002
0,54982897,5,1257.5,3,102000.0,2,15,2,80,3,60005,223.6067977
0,59001138,4,,2,100000.0,2,8,9,99,5,71003,199.9749984
1,54985832,7,1308.5,3,500000.0,2,11,9,85,5,60001,387.29833460000003
0,59001213,4,1296.5,1,127000.0,2,8,5,112,5,60032,1.0
1,58994493,7,1287.5,3,89000.0,2,11,5,105,5,71004,1.0
0,58991651,7,1268.0,3,107000.0,2,11,4,105,5,60091,1.0
1,59004235,4,,2,150000.0,2,8,5,100,3,60018,244.7549795
0,58990154,7,1262.0,3,100000.0,2,11,5,113,4,450071,210.9573417
0,58985785,5,,3,250000.0,2,15,-1,111,5,450031,187.08286930000003
0,59003741,4,,2,39000.0,2,8,5,90,3,60001,153.2677396
0,58996247,7,1259.0,1,336000.0,2,11,9,112,4,60036,1.0
0,54983895,5,1223.0,3,59000.0,2,15,5,112,4,510101,200.0
0,54984680,5,1170.5,3,100000.0,2,15,5,86,5,350092,200.0
0,54982859,5,1322.0,3,154000.0,2,15,5,110,5,72000,204.93901530000002
0,59001195,4,1311.5,3,147000.0,2,8,5,98,4,72000,187.08286930000003
0,58985542,5,1272.5,3,108000.0,2,15,5,113,4,450015,200.0
0,58996837,7,1235.0,3,56000.0,2,11,-1,114,4,151300,206.8888591
0,54989264,4,1343.0,3,110000.0,2,8,2,105,5,60043,1.0
0,59001031,4,,2,58000.0,2,8,5,100,5,151300,196.2141687
0,58992063,7,1137.5,3,88000.0,2,11,-1,107,4,450081,158.11388300000002
0,54985816,7,1320.5,3,108000.0,2,11,5,110,4,510068,248.99799199999998
0,58988196,5,1289.0,1,173000.0,2,15,5,112,3,350702,200.0
0,58987926,5,,2,50000.0,2,15,5,108,4,450000,169.0
0,58995381,7,1220.0,3,76000.0,2,11,2,90,5,71002,1.0
0,58998054,4,1250.0,3,137000.0,2,8,5,90,5,72000,1.0
0,54989781,4,1415.0,3,93000.0,2,8,5,113,4,151300,273.86127880000004
