OverallQual,TotalBsmtSF,CentralAir,GrLivArea,GarageCars,SalePrice,G_Fin,G_RFn,G_Unf,PV_N,PV_P,PV_Y
5,999,1,999,1,132500,0,0,1,0,0,1
5,1113,1,1113,1,147000,0,0,1,0,0,1
5,1073,1,1073,2,156000,0,1,0,0,0,1
5,1484,1,1484,2,175000,0,0,1,0,0,1
5,954,0,2414,2,160000,0,0,1,1,0,0
4,630,1,630,1,86000,0,0,1,0,0,1
5,264,1,1304,1,115000,1,0,0,0,0,1
6,806,1,1578,1,133000,0,0,1,0,0,1
6,728,1,1456,2,172785,0,1,0,0,0,1
5,1269,1,1269,1,155000,0,0,1,0,0,1
5,190,1,886,1,91300,0,0,1,0,0,1
4,720,0,720,0,34900,0,0,0,1,0,0
8,3200,1,3228,2,430000,0,1,0,0,0,1
7,1026,1,1820,1,184000,0,0,1,1,0,0
5,864,1,899,1,130000,1,0,0,0,0,1
5,912,1,912,1,120000,1,0,0,0,0,1
6,672,1,1218,1,113000,0,0,1,0,0,1
7,866,1,1768,2,226700,0,1,0,0,0,1
5,1214,1,1214,2,140000,0,0,1,0,0,1
7,1501,1,1801,2,289000,1,0,0,0,0,1
6,855,1,1322,2,147000,0,0,1,0,0,1
5,960,1,1960,2,124500,0,0,1,1,0,0
8,777,1,1911,2,215000,0,1,0,0,0,1
6,1218,1,1218,2,208300,1,0,0,0,0,1
7,689,1,1378,2,161000,0,0,1,1,0,0
5,1041,1,1041,1,124500,0,1,0,0,0,1
5,1008,1,1363,1,164900,0,0,1,0,0,1
7,1368,1,1368,2,202665,0,1,0,0,0,1
5,864,1,864,2,129900,0,0,1,0,0,1
6,1084,1,1080,2,134000,0,0,1,0,0,1
5,768,0,789,1,96500,0,0,1,0,0,1
10,2006,1,2020,3,402861,1,0,0,0,0,1
6,689,1,2119,2,158000,0,1,0,0,0,1
7,1264,1,2344,3,265000,0,1,0,0,0,1
6,794,1,1796,2,211000,0,1,0,0,0,1
7,1276,1,2080,1,234000,0,0,1,0,0,1
4,0,0,1294,0,106250,0,0,0,1,0,0
6,1244,1,1244,1,150000,0,0,1,0,0,1
6,1004,1,1664,2,159000,0,0,1,0,0,1
10,3138,1,4676,3,184750,1,0,0,0,0,1
7,1379,1,2398,3,315750,1,0,0,0,0,1
7,1257,1,1266,2,176000,0,0,1,0,0,1
5,928,1,928,1,132000,0,0,1,0,0,1
9,1452,1,2713,3,446261,1,0,0,0,0,1
4,528,1,605,0,86000,0,0,0,1,0,0
6,2035,1,2515,2,200624,0,1,0,0,0,1
6,1461,1,1509,2,175000,0,1,0,0,0,1
6,611,1,1362,2,128000,1,0,0,0,0,1
5,0,1,827,1,107500,0,0,1,0,0,1
1,0,0,334,0,39300,0,0,0,1,0,0
8,707,1,1414,2,178000,1,0,0,0,0,1
5,1117,1,1347,0,107500,0,0,0,1,0,0
7,880,1,1724,2,188000,1,0,0,0,0,1
4,864,1,864,2,111250,0,0,1,0,0,1
5,1051,1,1159,1,158000,0,0,1,0,0,1
8,1581,1,1601,2,272000,0,1,0,0,0,1
9,1838,1,1838,3,315000,1,0,0,0,0,1
8,969,1,2285,3,248000,1,0,0,0,0,1
7,1650,1,1680,2,213250,1,0,0,0,0,1
7,723,1,767,1,133000,1,0,0,0,0,1
7,654,1,1496,2,179665,0,1,0,0,0,1
7,1204,1,2183,3,229000,0,0,1,0,0,1
6,1065,1,1635,2,210000,0,0,1,0,0,1
5,768,1,768,2,129500,0,0,1,0,0,1
5,825,1,825,2,125000,0,1,0,0,0,1
7,912,1,2094,2,263000,1,0,0,0,0,1
6,1069,1,1069,2,140000,0,1,0,0,0,1
5,928,1,928,1,112500,1,0,0,0,0,1
8,1709,1,1717,3,255500,0,1,0,0,0,1
4,0,1,1126,2,108000,1,0,0,1,0,0
7,998,1,2046,3,284000,0,1,0,0,0,1
5,993,1,1048,1,113000,0,0,1,0,0,1
5,1092,1,1092,1,141000,1,0,0,0,0,1
4,637,1,1336,1,108000,0,0,1,0,0,1
7,729,1,1446,2,175000,0,0,1,0,0,1
7,1374,1,1557,2,234000,1,0,0,0,0,1
5,1392,1,1392,2,121500,0,0,1,0,0,1
5,1389,1,1389,2,170000,0,1,0,0,0,1
5,996,1,996,0,108000,0,0,0,0,0,1
6,1163,1,1674,2,185000,1,0,0,1,0,0
7,1095,1,2295,2,268000,0,1,0,0,0,1
6,806,0,1647,1,128000,0,0,1,0,0,1
9,1122,1,2504,3,325000,1,0,0,0,0,1
7,1517,1,1535,2,214000,0,1,0,0,0,1
8,1496,1,2132,2,316600,1,0,0,0,0,1
5,943,1,943,2,135960,0,0,1,0,0,1
5,1728,1,1728,2,142600,0,0,1,0,0,1
6,864,1,864,1,120000,0,0,1,0,0,1
7,846,1,1692,2,224500,0,1,0,0,0,1
7,384,1,1430,2,170000,0,1,0,0,0,1
5,372,1,1109,1,139000,0,0,1,0,0,1
5,832,1,1216,1,118500,0,0,1,0,0,1
7,861,1,1477,1,145000,0,0,1,0,0,1
5,1164,1,1320,2,164500,0,1,0,0,0,1
7,689,1,1392,2,146000,0,0,1,0,0,1
5,1050,0,1795,1,131500,0,0,1,0,0,1
6,1144,1,1429,2,181900,0,0,1,0,0,1
8,2042,1,2042,3,253293,0,1,0,0,0,1
6,816,1,816,0,118500,0,0,0,0,0,1
10,1237,1,2775,2,325000,0,0,1,0,0,1
4,884,1,1573,1,133000,0,0,1,0,0,1
8,1868,1,2028,3,369900,0,1,0,0,0,1
6,816,1,838,1,130000,1,0,0,1,0,0
5,840,1,860,2,137000,0,0,1,0,0,1
5,1437,1,1473,1,143000,0,0,1,0,0,1
5,742,1,935,1,79500,0,0,1,0,1,0
7,770,1,1582,2,185900,0,1,0,0,0,1
10,1722,1,2296,3,451950,0,1,0,0,0,1
5,816,1,816,2,138000,1,0,0,0,0,1
6,848,1,848,2,140000,1,0,0,0,0,1
5,924,1,924,1,110000,0,0,1,0,0,1
8,1814,1,1826,3,319000,1,0,0,0,0,1
6,684,0,1368,1,114504,0,0,1,1,0,0
7,1258,1,1402,3,194201,1,0,0,0,0,1
5,1430,1,1647,2,217500,1,0,0,0,0,1
6,716,1,1556,2,151000,1,0,0,0,0,1
8,1058,1,1904,2,275000,1,0,0,0,0,1
6,780,1,1375,1,141000,0,0,1,0,1,0
8,908,1,1915,2,220000,1,0,0,0,0,1
7,600,1,1200,2,151000,0,1,0,0,0,1
7,1494,1,1494,2,221000,0,1,0,0,0,1
7,768,1,1986,2,205000,0,0,1,0,0,1
5,1040,1,1040,2,152000,0,0,1,0,0,1
5,896,1,2008,1,225000,0,0,1,0,0,1
8,965,1,3194,2,359100,0,0,1,0,0,1
4,1029,1,1029,1,118500,0,0,1,0,0,1
9,1440,1,2153,3,313000,1,0,0,0,0,1
6,1032,1,1032,2,148000,0,0,1,0,0,1
8,1299,1,1872,2,261500,0,1,0,0,0,1
5,1120,1,1120,0,147000,0,0,0,0,0,1
4,630,1,630,0,75500,0,0,0,0,0,1
6,936,1,1054,2,137500,0,1,0,0,0,1
6,783,1,1509,2,183200,1,0,0,0,0,1
6,832,1,832,2,105500,0,0,1,0,0,1
9,1822,1,1828,3,314813,0,0,1,0,0,1
8,1482,1,2262,3,305000,1,0,0,0,0,1
3,864,0,864,0,67000,0,0,0,1,0,0
6,1522,1,2614,2,240000,0,1,0,0,0,1
5,980,1,980,2,135000,0,0,1,0,0,1
6,756,1,1512,2,168500,0,0,1,0,0,1
6,732,1,1790,2,165150,0,1,0,0,0,1
6,1116,1,1116,2,160000,0,0,1,0,0,1
5,978,1,1422,1,139900,0,1,0,0,0,1
6,1156,1,1520,1,153000,0,1,0,0,0,1
5,1040,1,2080,2,135000,0,0,1,0,0,1
6,1248,1,1350,2,168500,0,1,0,0,0,1
5,636,1,1750,1,124000,0,0,1,1,0,0
8,1554,1,1554,2,209500,0,1,0,0,0,1
7,1386,1,1411,2,82500,1,0,0,0,0,1
5,1056,1,1056,1,139400,0,0,1,0,0,1
6,1056,1,1056,2,144000,0,0,1,0,0,1
6,1440,1,3395,0,200000,0,0,0,1,0,0
2,264,0,800,0,60000,0,0,0,1,0,0
5,811,1,1387,1,93000,0,0,1,0,0,1
5,796,1,796,0,85000,0,0,0,0,1,0
8,1520,1,1567,3,264561,1,0,0,0,0,1
8,1518,1,1518,2,274000,0,1,0,0,0,1
7,1057,1,1929,2,226000,1,0,0,0,0,1
8,1952,1,2704,2,345000,1,0,0,0,0,1
5,780,1,1620,2,152000,1,0,0,0,0,1
9,1766,1,1766,3,370878,1,0,0,0,0,1
6,981,1,981,2,143250,0,0,1,0,0,1
5,0,1,1048,2,98300,0,0,1,0,0,1
6,1094,1,1094,2,155000,0,1,0,0,0,1
6,756,1,1839,2,155000,0,0,1,0,0,1
4,630,1,630,0,84500,0,0,0,0,0,1
7,813,1,1665,2,205950,0,1,0,0,0,1
4,755,1,1510,1,108000,0,0,1,0,1,0
7,880,1,1716,2,191000,0,1,0,0,0,1
6,756,1,1469,1,135000,0,0,1,0,0,1
8,2109,1,2113,3,350000,1,0,0,0,0,1
6,525,1,1092,1,88000,0,0,1,0,0,1
5,1053,1,1053,1,145500,0,1,0,0,0,1
7,776,1,1502,1,149000,0,1,0,0,1,0
6,912,1,1458,1,97500,0,0,1,0,0,1
5,1486,1,1486,2,167000,1,0,0,0,0,1
7,793,1,1935,2,197900,0,1,0,0,0,1
8,1629,1,2448,3,402000,0,1,0,0,0,1
6,1392,1,1392,2,110000,0,1,0,0,0,1
4,1138,1,1181,2,137500,0,1,0,0,0,1
8,2077,1,2097,3,423000,1,0,0,0,0,1
8,1406,1,1936,2,230500,0,1,0,0,0,1
6,1021,1,2380,2,129000,0,0,1,0,0,1
6,1408,1,1679,2,193500,0,1,0,0,0,1
5,1188,1,1437,2,168000,0,0,1,0,0,1
4,700,1,1180,1,137500,0,0,1,0,0,1
6,738,1,1476,2,173500,1,0,0,0,0,1
6,672,0,1369,1,103600,0,0,1,0,0,1
6,1208,1,1208,2,165000,0,1,0,0,0,1
6,1477,1,1839,2,257500,1,0,0,0,0,1
6,1136,1,1136,1,140000,0,1,0,0,0,1
6,855,1,1441,2,148500,0,0,1,0,0,1
4,1095,0,1774,3,87000,0,0,1,1,0,0
5,768,1,792,1,109500,0,0,1,1,0,0
8,2046,1,2046,3,372500,1,0,0,0,0,1
5,988,1,988,2,128500,0,0,1,0,0,1
6,923,1,923,1,143000,0,1,0,0,0,1
5,793,1,1520,1,159434,0,0,1,0,0,1
6,1291,1,1291,2,173000,0,0,1,0,0,1
9,1626,1,1668,3,285000,1,0,0,0,0,1
7,1195,1,1839,2,221000,1,0,0,0,0,1
7,1190,1,2090,2,207500,1,0,0,0,0,1
7,874,1,1761,2,227875,1,0,0,0,0,1
7,551,1,1102,2,148800,0,0,1,0,0,1
8,1419,1,1419,2,392000,0,1,0,0,0,1
6,1362,1,1362,2,194700,0,1,0,0,0,1
6,848,1,848,2,141000,0,1,0,0,0,1
10,2444,1,4316,3,755000,1,0,0,0,0,1
7,1210,1,2519,2,335000,0,1,0,0,0,1
5,1073,1,1073,1,108480,0,0,1,0,0,1
5,927,1,1539,2,141500,0,0,1,0,0,1
6,1112,1,1137,2,176000,0,0,1,0,0,1
5,616,1,616,1,89000,0,0,1,0,0,1
5,980,1,1148,1,123500,0,0,1,0,0,1
5,894,1,894,1,138500,0,0,1,0,0,1
7,1391,1,1391,2,196000,0,1,0,0,0,1
8,1800,1,1800,3,312500,1,0,0,0,0,1
7,1164,1,1164,2,140000,0,0,1,0,0,1
8,1234,1,2576,3,361919,1,0,0,0,0,1
5,360,1,1812,2,140000,0,0,1,1,0,0
7,1473,1,1484,2,213000,0,1,0,0,0,1
4,0,0,1092,0,55000,0,0,0,1,0,0
7,1643,1,1824,2,302000,0,0,1,0,0,1
8,1324,1,1324,2,254000,1,0,0,0,0,1
7,728,1,1456,2,179540,1,0,0,0,0,1
5,876,1,904,1,109900,0,0,1,0,0,1
3,270,1,729,0,52000,0,0,0,1,0,0
4,859,1,1178,1,102776,0,1,0,1,0,0
8,1228,1,1228,2,189000,1,0,0,0,0,1
4,960,0,960,2,129000,0,0,1,0,0,1
6,725,1,1479,2,130500,0,1,0,0,0,1
6,1064,1,1350,2,165000,0,1,0,0,0,1
7,718,1,2554,2,159500,0,0,1,0,1,0
5,1176,1,1178,2,157000,0,0,1,0,0,1
7,1311,1,2418,3,341000,0,1,0,0,0,1
5,971,1,971,1,128500,0,0,1,0,0,1
8,1742,1,1742,2,275000,0,1,0,0,0,1
6,848,1,848,2,143000,0,1,0,0,0,1
4,864,1,864,2,124500,0,0,1,0,0,1
4,941,1,1470,1,135000,0,0,1,0,0,1
9,1698,1,1698,3,320000,1,0,0,0,0,1
4,864,1,864,2,120500,0,0,1,0,0,1
6,880,1,1680,2,222000,1,0,0,0,0,1
7,1232,1,1232,2,194500,0,1,0,0,0,1
5,1584,1,1776,3,110000,0,0,1,0,0,1
4,780,1,1208,2,103000,0,0,1,0,0,1
8,1595,1,1616,2,236500,0,1,0,0,0,1
7,868,1,1146,2,187500,1,0,0,0,0,1
7,1153,1,2031,2,222500,1,0,0,0,0,1
5,864,1,1144,1,131400,0,1,0,0,0,1
5,948,1,948,1,108000,0,0,1,0,0,1
7,880,0,1768,2,163000,0,0,1,1,0,0
3,0,0,1040,2,93500,0,0,1,0,0,1
8,893,1,1801,3,239900,1,0,0,0,0,1
5,1200,1,1200,0,179000,0,0,0,0,0,1
7,864,1,1728,2,190000,0,1,0,0,0,1
5,264,1,1432,2,132000,0,0,1,0,0,1
6,912,1,912,1,142000,0,0,1,0,0,1
7,1349,1,1349,2,179000,0,0,1,0,0,1
5,520,1,1464,2,175000,0,1,0,0,0,1
8,1337,1,1337,2,180000,0,1,0,0,0,1
8,1142,1,2715,2,299800,1,0,0,0,0,1
7,952,1,2256,2,236000,1,0,0,0,0,1
7,1240,0,2640,4,265979,0,0,1,1,0,0
7,1720,1,1720,2,260400,1,0,0,0,0,1
4,0,0,1529,1,98000,0,0,1,1,0,0
4,576,1,1140,0,96500,0,0,0,1,0,0
7,660,1,1320,2,162000,1,0,0,0,0,1
6,1479,1,1494,2,217000,0,1,0,0,0,1
8,1030,1,2098,3,275500,0,1,0,0,0,1
6,1026,1,1026,2,156000,0,1,0,0,0,1
6,729,1,1471,2,172500,0,0,1,0,0,1
8,866,1,1768,2,212000,0,1,0,0,0,1
6,672,1,1386,2,158900,1,0,0,0,0,1
7,744,1,1501,2,179400,0,0,1,0,0,1
8,1318,1,2531,3,290000,0,1,0,0,0,1
6,864,1,864,1,127500,0,0,1,0,0,1
5,1145,1,1301,2,100000,0,0,1,0,0,1
7,756,1,1547,2,215200,0,0,1,0,0,1
8,1252,1,2365,3,337000,0,1,0,0,0,1
8,1494,1,1494,2,270000,1,0,0,0,0,1
9,1498,1,1506,2,264132,1,0,0,0,0,1
7,980,1,1714,2,196500,0,0,1,0,0,1
6,983,1,1750,1,160000,0,0,1,0,0,1
7,1860,1,1836,2,216837,1,0,0,0,0,1
8,1650,1,3279,3,538000,1,0,0,0,0,1
5,858,1,858,2,134900,0,0,1,0,0,1
4,836,1,1220,2,102000,0,0,1,0,0,1
6,1029,1,1117,2,107000,0,0,1,0,0,1
5,912,1,912,1,114500,0,1,0,0,0,1
8,1935,1,1973,3,395000,1,0,0,0,0,1
6,1204,1,1204,2,162000,1,0,0,0,0,1
7,1614,1,1614,3,221500,0,1,0,0,0,1
5,864,1,894,2,142500,0,0,1,0,0,1
5,0,1,2020,2,144000,0,0,1,0,0,1
6,975,1,1004,2,135000,0,0,1,0,0,1
7,1237,1,1253,2,176000,1,0,0,0,0,1
6,761,1,1603,2,175900,0,1,0,0,0,1
7,1413,1,1430,2,187100,0,1,0,0,0,1
5,1097,1,1110,2,165500,1,0,0,0,0,1
6,742,1,1484,0,128000,0,0,0,0,0,1
6,1372,1,1342,2,161500,0,0,1,0,0,1
5,686,1,1652,1,139000,0,0,1,0,0,1
7,956,1,2084,2,233000,0,1,0,0,0,1
4,901,1,901,1,107900,0,0,1,0,0,1
6,832,1,2087,2,187500,1,0,0,0,0,1
7,1145,1,1145,2,160200,1,0,0,0,0,1
6,1029,1,1062,2,146800,0,1,0,0,0,1
7,1117,1,2013,2,269790,0,0,1,0,0,1
8,1496,1,1496,2,225000,1,0,0,0,0,1
7,712,1,1895,2,194500,1,0,0,0,0,1
6,650,1,1564,2,171000,0,0,1,0,0,1
6,660,1,1285,2,143500,0,1,0,0,0,1
5,773,1,773,1,110000,0,0,1,0,0,1
9,1926,1,3140,3,485000,1,0,0,0,0,1
5,731,1,1768,1,175000,0,0,1,0,0,1
6,616,1,1688,2,200000,0,1,0,0,0,1
4,1196,1,1196,2,109900,0,0,1,0,0,1
7,728,1,1456,2,189000,1,0,0,0,0,1
9,1734,1,2822,3,582933,0,1,0,0,0,1
5,936,1,1128,1,118000,0,0,1,0,0,1
7,1417,1,1428,2,227680,0,1,0,0,0,1
5,980,1,980,1,135500,1,0,0,0,0,1
5,1324,1,1576,2,223500,0,1,0,0,0,1
5,1024,1,1086,2,159950,0,1,0,0,0,1
5,849,0,2138,2,106000,0,0,1,1,0,0
6,1040,1,1309,2,181000,0,1,0,0,0,1
6,848,1,848,2,144500,1,0,0,0,0,1
5,540,0,1044,2,55993,0,0,1,1,0,0
6,1442,1,1442,1,157900,0,1,0,0,0,1
5,686,1,1250,1,116000,0,0,1,0,1,0
7,1649,1,1661,2,224900,0,1,0,0,0,1
5,1008,1,1008,1,137000,0,1,0,0,0,1
8,1568,1,1689,3,271000,0,1,0,0,0,1
6,1010,1,1052,2,155000,0,0,1,0,0,1
7,1358,1,1358,2,224000,0,1,0,0,0,1
7,798,1,1640,2,183000,0,1,0,0,0,1
4,936,0,936,2,93000,0,0,1,0,0,1
7,847,1,1733,2,225000,1,0,0,0,0,1
6,778,1,1489,1,139500,0,0,1,0,0,1
8,1489,1,1489,2,232600,0,1,0,0,0,1
10,2078,1,2084,3,385000,1,0,0,0,0,1
5,784,1,784,0,109500,0,0,0,0,0,1
7,1454,1,1434,2,189000,0,1,0,0,0,1
5,1013,1,2126,2,185000,1,0,0,0,0,1
7,600,1,1223,2,147400,0,1,0,0,0,1
6,1392,1,1392,2,166000,0,1,0,0,0,1
7,600,1,1200,2,151000,0,1,0,0,0,1
7,941,1,1829,2,237000,0,1,0,0,0,1
6,1516,1,1516,2,167000,0,1,0,0,0,1
5,1144,1,1144,2,139950,0,0,1,0,0,1
4,1067,1,1067,2,128000,0,0,1,0,0,1
5,1559,1,1559,2,153500,0,0,1,0,0,1
6,483,1,987,1,100000,0,0,1,0,0,1
5,1099,1,1099,1,144000,0,0,1,0,0,1
5,768,1,1200,1,130500,0,0,1,0,0,1
6,672,0,1482,1,140000,0,0,1,0,1,0
5,650,1,1539,2,157500,0,0,1,0,1,0
6,1127,1,1165,2,174900,0,1,0,0,0,1
5,1800,0,1800,0,141000,0,0,0,0,0,1
5,876,1,1416,3,153900,0,0,1,0,0,1
5,1390,1,1701,2,171000,1,0,0,0,0,1
7,740,1,1775,2,213000,0,0,1,0,0,1
5,864,1,864,1,133500,0,0,1,0,0,1
6,907,1,2358,2,240000,0,0,1,0,0,1
6,528,1,1855,2,187000,0,1,0,0,0,1
6,848,1,848,2,131500,1,0,0,0,0,1
8,1273,1,1456,2,215000,1,0,0,0,0,1
7,918,1,1646,1,164000,0,0,1,0,0,1
6,1127,1,1445,2,158000,0,1,0,0,0,1
5,1763,1,1779,2,170000,0,0,1,0,0,1
5,1040,1,1040,1,127000,0,0,1,0,0,1
6,940,1,1026,2,147000,0,0,1,0,0,1
6,702,1,1481,2,174000,1,0,0,0,0,1
7,1090,1,1370,2,152000,0,1,0,0,0,1
6,1054,1,2654,2,250000,0,0,1,0,0,1
7,912,1,1426,1,189950,0,0,1,0,0,1
5,1039,1,1039,2,131500,0,0,1,0,0,1
6,1040,1,1097,2,152000,0,0,1,0,0,1
5,1148,1,1148,1,132500,0,0,1,0,0,1
7,1372,1,1372,2,250580,1,0,0,0,0,1
5,1002,1,1002,2,148500,0,0,1,0,0,1
8,1638,1,1646,3,248900,0,1,0,0,0,1
4,1040,1,1120,2,129000,0,1,0,0,0,1
5,0,1,2320,2,169000,0,0,1,0,1,0
7,1050,1,1949,2,236000,1,0,0,0,0,1
5,894,0,894,1,109500,0,0,1,0,0,1
6,804,1,1682,2,200500,0,1,0,0,0,1
5,105,1,910,2,116000,0,0,1,0,0,1
5,832,1,1268,1,133000,0,0,1,0,0,1
5,676,1,1131,1,66500,0,0,1,0,0,1
8,1184,1,2610,2,303477,1,0,0,0,0,1
4,1064,1,1040,2,132250,0,0,1,0,0,1
9,1462,1,2224,3,350000,1,0,0,0,0,1
5,1109,1,1155,2,148000,0,0,1,0,0,1
5,864,1,864,1,136500,0,0,1,0,0,1
5,1090,1,1090,2,157000,1,0,0,0,0,1
7,1156,1,1717,2,187500,0,1,0,0,0,1
6,808,1,1593,2,178000,0,1,0,0,0,1
4,795,0,2230,1,118500,0,0,1,0,0,1
5,892,1,892,1,100000,0,1,0,0,0,1
9,1698,1,1709,2,328900,1,0,0,0,0,1
5,1626,1,1712,2,145000,1,0,0,0,0,1
5,816,1,1393,1,135500,0,0,1,0,0,1
8,2217,1,2217,2,268000,0,0,1,0,0,1
6,1505,1,1505,2,149500,0,1,0,0,0,1
5,672,1,924,2,122900,0,0,1,0,0,1
6,918,1,1683,2,172500,0,1,0,0,0,1
6,1059,1,1068,1,154500,0,1,0,0,0,1
5,1383,1,1383,1,165000,0,0,1,0,0,1
5,0,1,1535,2,118858,0,0,1,0,0,1
6,780,1,1796,2,140000,0,1,0,0,0,1
4,951,0,951,1,106500,0,0,1,0,0,1
5,0,1,2240,2,142953,0,0,1,0,0,1
9,2330,1,2364,3,611657,1,0,0,0,0,1
5,912,1,1236,1,135000,0,0,1,0,0,1
4,858,1,858,1,110000,0,0,1,0,0,1
5,992,1,1306,1,153000,0,0,1,0,0,1
7,783,1,1509,2,180000,1,0,0,0,0,1
7,1670,1,1670,3,240000,0,1,0,0,0,1
5,876,1,902,1,125500,0,0,1,0,0,1
5,1056,1,1063,1,128000,0,1,0,0,0,1
8,1623,1,1636,3,255000,0,1,0,0,0,1
7,1017,1,2057,1,250000,1,0,0,0,0,1
5,864,1,902,2,131000,0,0,1,0,0,1
6,742,1,1484,2,174000,1,0,0,0,0,1
5,1105,1,2274,2,154300,0,0,1,0,0,1
5,1268,1,1268,1,143500,0,0,1,0,0,1
5,768,0,1015,1,88000,0,0,1,0,0,1
5,1001,0,2002,3,145000,0,0,1,0,0,1
6,612,1,1224,2,173733,0,1,0,0,0,1
4,546,1,1092,1,75000,0,0,1,0,0,1
2,480,0,480,1,35311,0,0,1,0,0,1
4,1134,1,1229,1,135000,0,1,0,0,0,1
7,1104,1,2127,3,238000,0,1,0,0,0,1
6,1184,1,1414,2,176500,0,0,1,0,0,1
6,928,1,1721,2,201000,0,1,0,0,0,1
5,1272,1,2200,0,145900,0,0,0,1,0,0
6,1316,1,1316,2,169990,1,0,0,0,0,1
6,1604,1,1617,2,193000,0,1,0,0,0,1
6,1686,1,1686,2,207500,0,0,1,0,0,1
5,1126,1,1126,2,175000,0,1,0,0,0,1
8,1181,1,2374,3,285000,1,0,0,0,0,1
7,832,1,1978,2,176000,0,1,0,0,0,1
8,1753,1,1788,2,236500,0,1,0,0,0,1
7,964,1,2236,2,222000,1,0,0,0,0,1
8,1466,1,1466,3,201000,1,0,0,0,0,1
5,925,1,925,1,117500,0,0,1,0,0,1
9,1905,1,1905,3,320000,1,0,0,0,0,1
7,1500,1,1500,2,190000,0,1,0,0,0,1
7,585,1,2069,2,242000,0,1,0,0,0,1
4,600,1,747,2,79900,0,0,1,0,0,1
7,1176,1,1200,2,184900,0,1,0,0,0,1
7,1113,1,1971,2,253000,0,1,0,0,0,1
7,1391,1,1962,3,239799,0,1,0,0,0,1
7,1032,1,2403,1,244400,0,0,1,0,0,1
6,1728,1,1728,2,150900,0,0,1,0,0,1
7,992,1,2060,2,214000,0,1,0,0,0,1
4,1440,1,1440,0,150000,0,0,0,1,0,0
5,1632,1,1632,2,143000,0,0,1,0,1,0
6,819,1,1344,2,137500,0,1,0,0,0,1
5,1088,1,1869,2,124900,0,0,1,0,0,1
5,1144,1,1144,1,143000,0,1,0,0,0,1
8,1616,1,1629,3,270000,1,0,0,0,0,1
7,936,1,1776,2,192500,0,1,0,0,0,1
6,1161,1,1381,2,197500,0,1,0,0,0,1
5,864,1,864,2,129000,0,1,0,0,0,1
5,828,1,965,1,119900,0,0,1,0,0,1
5,768,1,768,1,133900,1,0,0,0,0,1
5,784,1,1968,2,172000,0,1,0,0,0,1
6,945,1,980,0,127500,0,0,0,0,0,1
6,979,0,1958,2,145000,0,0,1,0,0,1
6,561,1,1229,2,124000,1,0,0,0,0,1
5,1057,1,1057,2,132000,1,0,0,0,0,1
7,1337,1,1337,2,185000,0,1,0,0,0,1
7,696,1,1416,2,155000,0,0,1,0,0,1
5,858,1,858,0,116500,0,0,0,0,0,1
6,1330,1,2872,2,272000,1,0,0,0,0,1
6,804,1,1548,2,155000,0,0,1,0,0,1
9,1800,1,1800,2,239000,1,0,0,0,0,1
7,817,1,1894,2,214900,1,0,0,0,0,1
6,783,1,1484,2,178900,1,0,0,0,0,1
5,728,1,1308,1,160000,0,0,1,0,0,1
5,1098,1,1098,1,135000,0,0,1,0,0,1
3,600,0,968,0,37900,0,0,0,0,0,1
6,588,1,1095,1,140000,0,1,0,0,0,1
4,720,0,1192,0,135000,0,0,0,0,0,1
